comment,scale
"Okolo  6:   som si to kúpil, okolo 2 :   som začal pozerať, okolo 2 : 5 som rýchlo posunul zvyšný film dopredu, aby som zistil, či tam zostalo niečo na pozeranie pre človeka s mozgom... ale nebolo.  ",0
"Tak či onak, je to na hovno.  ",0
Scenár je strašne hlúpy.  ,0
"Príbeh sa rozbieha príliš rýchlo, absolútne bez napätia alebo nahromadenia v najmenšom.  ",0
"Všetko, čo kapitán Howdy hovorí, je buď na smiech, alebo jednoducho hlúpe.  ",0
Čo je to sakra za svinstvo?!  ,0
Potom sú tu diery v zápletke.  ,0
Do týchto dier by ste mohli vraziť náves!  ,0
Linda Cardellini je jediná dobrá vec na tomto filme.  ,1
Je vyrovnaná a úžasná.  ,1
Dee Snider je jednoducho na hovno.  ,0
Celú tú prekliatu vec som sa nudil.  ,0
"Herectvo je na prd, hudba je na prd, scenár je na prd, tempo je na prd, špeciálne FX je na prd, réžia je na prd... v podstate je tento film na prd.  ",0
Tento film sa snaží byť serióznym a sofistikovaným thrillerom/hororom a nedarí sa mu to.  ,0
"Toto je pravdepodobne jeden z najmenej efektívnych a úplne neoriginálnych filmov, aké som kedy v živote videl.  ",0
Kúsok filmového odpadu zachyteného na celuloide.  ,0
Vyhnite sa za každú cenu.  ,0
"V každom prípade tento film páchne, nie je vtipný a Fulci mal zostať pri giallo a nadprirodzených zombie filmoch.  ",0
Vyhnite sa tomuto filmu za každú cenu.  ,0
"Neviem, čo sa stalo v piatej sezóne, aký neporiadok.  ",0
"Jediným konzistentným vláknom, ktoré držalo sériu pohromade, boli úžasné výkony Leni Parker a Anity LaSelva ako dvoch Taelonov v tichom ideologickom konflikte.  ",0
"Teraz je to film, ktorý sa mi naozaj nepáči.  ",0
"Je to jeden z najnudnejších hororov z 9 -tych rokov hlavne preto, že začína pomaly a je zameraný na nudnú atmosféru.  ",0
"Bábky vyzerajú naozaj gýčovo, nie v dobrom slova zmysle ako vo filmoch Puppet Master z 8 . rokov.  ",0
"Príbeh je chromý, nie je zaujímavý a NIKDY skutočne nevysvetľuje zlovestný pôvod bábok.  ",0
Nie sú tam scény smrti ako v predchádzajúcich filmoch a f/x sú hrozné.  ,0
"Pri prvom pozeraní som zaspal, takže ho môžem odporučiť pre nespavcov.  ",0
"Faktom je, že tento film je úžasný, srdečný príbeh o dvoch ľuďoch, ktorí si idú za svojimi snami.  ",1
"Najlepšia časť na ""Nurse Betty"" je jej nepredvídateľnosť.  ",1
"Režisér Neil LaBute používa brutálne násilie na oddelenie snov od reality a spolu s dojemnou drámou a veselou komédiou nikdy neviete, čo sa bude diať ďalej.  ",1
Inak s tým ani nestrácajte čas.  ,0
Toto jednoducho nedokáže vytvoriť žiadne skutočné napätie.  ,0
"Čo sa týka vraha, nečakajte nič originálne a ani zďaleka desivé.  ",0
Je tu však niekoľko celkom dobrých hereckých výkonov (aspoň pre tento typ filmu).  ,1
"Je mi to veľmi ľúto, ale naozaj to nemôžem nikomu odporučiť.  ",0
"Jeden z najnudnejších a najzbytočnejších filmov, aké som kedy videl.  ",0
Sekundárna dejová línia je nezrozumiteľná a jej vzťah k primárnej dejovej línii je mystifikačný.  ,0
Nenávidel to.  ,0
"Toto je jeden z najhorších filmov Sandry Bullock od Speed ​​2, ale nie až taký zlý.  ",0
"Nechápem, ako sa tento odpad dostal na pulty filmového obchodu, veď to ani nie je skutočný film!  ",0
"Silne pochybujem, že by sa tento odpad mohol niekomu páčiť.  ",0
Toto nie je tvorba filmu.  ,0
"Herectvo je ako pozerať sa na drevené bábky, ktoré sa pohybujú a čítajú z knihy, až také zlé.  ",0
"Takže som tu, aby som vás varoval - NEPOŽIČIAJTE SI TENTO FILM, je to tá najhlúpejšia vec, akú ste nikdy nevideli!  ",0
Nedávno som videl tento krátky film na HBO a absolútne sa mi páčil.  ,1
"Až do posledných dvoch scén som si neuvedomil, aký úžasný je ten krátky film.  ",1
Vynikajúci krátky film.  ,1
"Dúfajme, že režisér James Cox dokáže premeniť krátky film na celovečerný film s rovnakým obsadením alebo si nás získa úplne novým filmom.  ",1
"Súhlasím s Jessicou, tento film je dosť zlý.  ",0
"Postavy sú jednorozmerné, dokonca aj tí dobrí a najmä tí zlí.  ",0
Dejová línia je úplne predvídateľná.  ,0
"Málo dialógov, málo hudby, celý film bol natočený tak prepracovane a esteticky ako socha.  ",1
Videl som telenovely inteligentnejšie ako tento film.  ,0
"Zlé postavy, zlý príbeh a zlé herecké výkony.  ",0
Naozaj hrozné.  ,0
Nie je ľahké sledovať.  ,0
"Vtipný, šikovný, moderný – presne ako v predchádzajúcom Prayovom filme Hype!  ",1
"Bolo to dlho, čo som na obrazovke nevidel tak charizmatického herca.  ",1
"Paolo Sorrentino napísal nádherný príbeh o osamelosti a Tony vybudoval jednu z najnezabudnuteľnejších postáv, aké sme v posledných rokoch videli vo filmoch.  ",1
"Film nie je úplne dokonalý, ale 'Titta Di Girolamo' s vami zostane ešte dlho po videní filmu.  ",1
Tento film hodnotím 9/  .  ,1
"Neviem, či to bol režijný debut Emilia Esteveza, ale tempo, súhra a vývoj postáv, ako aj šikovná kamera okolo postavy, ktorú Estevez hrá, to všetko naznačuje prirodzené oko.  ",1
"Súhra medzi Martinom a Emiliom obsahuje rovnakú úžasnú chémiu, akú sme videli na Wall Street s Martinom a Charliem.  ",1
"Kathy Bates je úžasná vo svojich postavách jemného zúfalstva a úniku; variácia na jej postavu v ""At Play In The Fields Of The Lord"".  ",1
"Pre čitateľov, ktorí už videli jeden z Mijazakiho filmov: je stále vo vrcholnej forme a urobil ďalší hodnotný zážitok.  ",1
"Nikdy to nezhovieva, všetky postavy majú dobré úprimné srdce a uveriteľné problémy.  ",1
"Dve hlavné postavy môžu byť dve z najdôveryhodnejších detí, aké som kedy videl na plátne.  ",1
"Je tak ľahké ich milovať, no ešte ľahšie sa s nimi stotožniť.  ",1
"Scenérie, ktoré dve dcéry maľujú a fotia, sú nádherné.  ",1
Príbeh je tiež miestami vtipný a zároveň dojemný.  ,1
"Ľuďom, ktorí majú radi európske filmy a „umelecké filmy“, sa tento film bude páčiť.  ",1
Toto je skutočne umelecký film – v skutočnosti je v ňom veľa umenia.  ,1
Choď si požičať.  ,1
"Po konečnom zhliadnutí tohto filmu som si však uvedomil, že nielenže som mal uzavretú myseľ pred leskom, ktorý zobrazuje, ale zároveň som zistil, že ho pozerám znova a znova.  ",1
"Je to jediný film, ktorý ma nikdy neprestane zaujímať, jednoducho preto, že ma udržiava v strehu, keď sa pokúšam rozlúštiť jeho význam.  ",1
Skutočne brilantnosť.  ,1
"Ale ak sa vám páčili filmy ako Matrix (a ešte lepšie, ich pokračovania), myslím, že oceníte zážitok, ktorý vám tento film podnieti k zamysleniu a ohromí vás.  ",1
"Predstavte si, že film je ako sen.  ",1
Jednoducho krásne.  ,1
"Rickman aj Stowe hrajú svoje úlohy do bodky v tomto príbehu spisovateľa detských kníh, ktorý... možno?-- napísal podvratný traktát.  ",1
"Je to úžasne zábavné, rýchle a pomerne presné zobrazenie noci ravera.  ",1
"Predstavuje idylické, no zároveň seriózne zobrazenie vzostupov a pádov životov postáv.  ",1
"Nech robíte čokoľvek, vyhnite sa „Groove“, pretože je to protiklad všetkého, čo je na ľudskom styku dobré.  ",0
"Je škoda, že všetci ostatní zainteresovaní nezdieľali Croweovu oddanosť kvalite, pretože ak by to urobili, mali by sme v rukách oveľa lepší film ako tento podpriemerný neporiadok.  ",0
Film sa mi na prvý pohľad zdal trochu pomalý.  ,0
Ale nabralo rýchlosť a prešlo priamo k veci.  ,1
"Presne to ukázalo, ako vláda a vedec argumentovali ľudskosťou a dôvodmi „gadgetu“.  ",1
Užil som si to.  ,1
Odporučil som to priateľom.  ,1
Obzvlášť ma potešili herecké schopnosti Dwighta Schultza.  ,1
"Obaja herci skutočne rozumejú a stávajú sa svojou osobitou postavou, pričom podávajú presvedčivý, úprimný výkon.  ",1
"Ich chémia na obrazovke, rozhodujúca pre celý film, je skutočná.  ",1
"Dialógy filmu sú prirodzené, reálne k životu.  ",1
"Spisovateľ Gorman Bechard si nepochybne urobil svoju domácu úlohu, pretože všetky referencie sú primerané odvetviu a veku postavy.  ",1
Neuveriteľný soundtrack skutočne vystihuje podstatu filmu.  ,1
"Každá skladba vyvoláva sentiment, v skutočnosti prispieva k scénam a postavám.  ",1
"Rozhodne stojí za to vidieť... je to ten druh filmu na zamyslenie, ktorý vás núti spochybňovať svoj vlastný prah osamelosti.  ",1
"Najnovší a ôsmy film Hayao Miyazakiho pre Studio Ghibili, „Gake No Ue No Ponyo“ (Ponyo na útese pri mori), je úžasne zábavným a nápaditým pohľadom na detstvo.  ",1
"V čase, keď sa zdá, že filmovej animácii dominovali CGI majstrovské diela Disney/Pixar, je osviežujúce a zároveň upokojujúce vedieť, že Miyazaki sa pri rozprávaní svojich očarujúcich a očarujúcich príbehov stále spolieha na tradičnú ručne kreslenú animáciu.  ",0
O pozoruhodnej animácii v tomto filme nemožno povedať dosť.  ,1
Umelecký štýl má podobu kresieb pastelkou/ceruzou a je nádherne farebný a fantazijný.  ,1
"Ak hráš v takom filme, mal by si byť rád, že sa vzdiališ od zeme čo najďalej!  ",0
Tento chce surfovať na malej vlne vesmírnych filmov v roku  998 (Deep Impact a Armagedon) a tento zlyhá všade.  ,0
"Ak ste sa do konca neudusili vlastnými zvratkami (pri všetkej tej lacnej dráme a bezcenných dialógoch), museli ste sa touto stratou času nudiť na smrť.  ",0
"Napriek tomu to všetko vynahradzuje skvelým koncom, ktorý zobrazuje veľkú námornú loď, ktorú vynáša silný mráz.  ",1
"Ako bonus navyše berte len výborný príbeh, solídne herecké výkony a vzhľad filmu.  ",1
"Namiesto toho sme mali nudný fest o ufňukanom, rozmaznanom spratkovi, ktorý stráži deti.  ",0
Potom som si to pozrel znova pred dvoma nedeľami (2 . marca 2  5) a začalo ma to naozaj baviť a tentoraz som to celé nahral.  ,1
Je to veľmi dobre zahraný a spracovaný televízny film.  ,1
"Judith Light je jednou z mojich obľúbených herečiek a myslím si, že v tomto filme odvádza skvelú prácu!  ",1
Sledujem to znova a znova.  ,1
"Je to smutný film, ale veľmi dobrý.  ",1
"Ak ste tento film nevideli, určite odporúčam!  ",1
"Je taká krásna ako obvykle, táto roztomilá!  ",1
Napriek tomu je to celkom zaujímavé a zábavné sledovať.  ,1
;) S dôverou odporúčame!  ,1
Tento film je dobre vyvážený s komédiou a drámou a celkom som si ho užil.  ,1
"Vidieť Huga Weavinga hrať sexu posadnutého homosexuálneho obchodníka s nehnuteľnosťami, ktorý využíva domy svojich klientov na svadby s horiacim Darrenom (Tom Hollander), bola vzbura.  ",1
":) Každopádne, dej plynul ako po masle a mužské scény boli pecka.  ",1
Úvodná sekvencia tohto skvostu je klasika a na nasledujúce hry typu mačka a myš je radosť pozerať.  ,1
Fanúšikovia žánru budú v nebi.  ,1
Z Lange sa stala skvelá herečka.  ,1
Vyzeralo to ako úžasný príbeh.  ,1
Nikdy som neodišiel z filmu rýchlejšie.  ,0
"Žiaľ, akákoľvek cnosť v produkcii tohto filmu sa stratila na poľutovaniahodnom scenári.  ",0
Jedným slovom je to trápne.  ,0
Výnimočne zlé!  ,0
Celkovo je to urážka inteligencie a obrovské plytvanie peniazmi.  ,0
Wow... Miloval som toto miesto.  ,1
Kôra nie je dobrá.  ,0
Nie chutné a textúra bola jednoducho škaredá.  ,0
Zastavil som sa počas bankového sviatku koncom mája na odporúčanie Ricka Steva a páčilo sa mi to.  ,1
Výber z jedálneho lístka bol skvelý a rovnako aj ceny.  ,1
Teraz sa hnevám a chcem svoje prekliate pho.  ,0
"Úprimne povedané, nechutilo to tak čerstvé.)  ",0
"Zemiaky boli ako z gumy a dalo sa povedať, že boli pripravené ešte pred tým, ako boli uchovávané v teplejšej miestnosti.  ",0
Aj hranolky boli skvelé.  ,1
Skvelý dotyk.  ,1
Služba bola veľmi rýchla.  ,1
Nevrátil by som sa.  ,0
"Pokladníčku vôbec nezaujímalo, čo som musel povedať, stále to skončilo príliš predraženým.  ",0
"Skúsil som Cape Cod ravoli, kuracie mäso, s brusnicami...mmmm!  ",1
"Bol som znechutený, pretože som si bol celkom istý, že sú to ľudské vlasy.  ",0
"Bol som šokovaný, pretože žiadne znaky nenaznačovali iba hotovosť.  ",0
Vysoko odporúčané.  ,1
Servírka bola v službe trochu pomalá.  ,0
"Toto miesto nestojí za váš čas, nieto Vegas.  ",0
vôbec nepáčilo.  ,0
The Burrittos Blah!  ,0
"Jedlo, úžasné.  ",1
Služba je tiež roztomilá.  ,1
Bolo by mi to jedno... Interiér je jednoducho krásny.  ,1
Tak sa predviedli.  ,1
"To je pravda....červená zamatová torta.....ochhh, táto vec je taká dobrá.  ",1
#NAME?,0
Táto diera v stene má skvelé mexické pouličné tacos a priateľský personál.  ,1
"Trvalo hodinu, kým sme dostali naše jedlo, iba 4 stoly v reštaurácii, moje jedlo bolo Luke teplé, Náš sever behal ako úplne ohromený.  ",0
Najhoršie bolo lososové sashimi.  ,0
"Existujú aj kombinácie ako hamburger, hranolky a pivo za 23, čo je slušná ponuka.  ",1
Toto bola ako posledná rana!  ,0
Toto miesto som našiel náhodou a nemôžem byť šťastnejší.  ,1
"Zdá sa, že je to dobré rýchle miesto na zahryznutie do známeho krčmového jedla, ale urobte si láskavosť a hľadajte inde.  ",0
Celkovo sa mi toto miesto veľmi páči.  ,1
"Jedinou výkupnou kvalitou reštaurácie bolo, že bola veľmi lacná.  ",1
Veľké porcie a dobré ceny.  ,1
"Zlá služba, čašník mi dal pocit, že som hlúpy zakaždým, keď prišiel k stolu.  ",0
Moja prvá návšteva Hiro bola potešením!  ,1
Služba je nanič.  ,0
Krevety jemné a vlhké.  ,1
"Neexistuje dosť dobrá dohoda, ktorá by ma opäť vtiahla do toho podniku.  ",0
"Ťažko posúdiť, či tieto strany boli dobré, pretože nám roztopený polystyrén zneškodnil a nechceli sme ho jesť zo strachu, že ochorieme.  ",0
"Pozitívne je, že náš server bol veľmi pozorný a poskytoval skvelé služby.  ",1
"Zmrznuté puky znechutenia, s niektorými z najhorších ľudí za registrom.  ",0
"Jediná vec, ktorá sa mi páčila, bola sekcia hlavných rebier a dezertov.  ",1
"Je škoda, že jedlo je tak prekliate všeobecné.  ",0
"Burger je dobré hovädzie mäso, uvarené tak akurát.  ",1
"Ak chcete sendvič, choďte do akéhokoľvek požiarneho domu!!!!!  ",1
Môj vedľajší grécky šalát s gréckym dresingom bol taký chutný a pita a hummus boli veľmi osviežujúce.  ,1
Objednali sme kačicu rare a zvnútra bola ružová a jemná s pekným prihorením na vonkajšej strane.  ,1
"Pribehol za nami, keď si uvedomil, že môj manžel nechal slnečné okuliare na stole.  ",1
Ich chow mein je tak dobrý!  ,1
"Majú hrozné postoje k zákazníkom a ku každému sa prihovárajú, keď im jedlo nechutí.  ",0
Porcia bola obrovská!  ,1
"Páčilo sa mi to...priateľské servery, skvelé jedlo, úžasné a nápadité menu.  ",1
Heart Attack Grill v centre Vegas je absolútne plochá výhovorka pre reštauráciu.  ,0
Nie veľa morských plodov a ako 5 reťazcov cestovín na dne.  ,0
"Šalát mal správne množstvo omáčky, aby nepreháňal hrebenatku, ktorá bola dokonale uvarená.  ",1
"Roztrhaný banán bol nielen roztrhaný, ale aj skamenený a bez chuti.  ",0
"Pomysli aspoň na doplnenie vody predtým, ako sa ti budem snažiť mávať    minút.  ",0
Toto miesto dostáva hviezdy za svoje predjedlá! ! !  ,1
Všetky koktaily sú ručne vyrobené a chutné.  ,1
Určite by sme sa sem opäť vrátili.  ,1
"Sme tak radi, že sme našli toto miesto.  ",1
"Skvelé jedlo a služby, obrovské porcie a dávajú vojenskú zľavu.  ",1
Vždy skvelý čas v Dos Gringos!  ,1
Aktualizácia ..... sa vrátila druhýkrát a stále to bolo rovnako úžasné  ,1
Dostali sme jedlo a zrejme nikdy nepočuli o soli a cesto na ryby bolo žuvacie.  ,0
"Skvelý spôsob, ako dokončiť skvelé.  ",1
"Dohoda zahŕňala 5 ochutnávok a 2 nápoje a Jeff išiel nad rámec toho, čo sme očakávali.  ",1
#NAME?,1
Služba bola meh.  ,0
"Trvalo viac ako 3  minút, kým dostali ich mliečny koktail, čo nebolo nič iné ako čokoládové mlieko.  ",0
"Myslím, že som mal vedieť, že toto miesto bude nanič, pretože je vnútri Excaliburu, ale nepoužil som zdravý rozum.  ",0
Hrebenatka je tiež dosť otrasná z hľadiska hodnoty.  ,0
